SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
60445,United States,Afghanistan,S-70A Black Hawk,transport helicopter,Aircraft,2016,No,4,No,2017,No,Second hand but modernized,6.5,4.29,17.16,No
60445,United States,Afghanistan,S-70A Black Hawk,transport helicopter,Aircraft,2016,No,27,Yes,2018,No,Second hand but modernized,6.5,4.29,115.83,No
60445,United States,Afghanistan,S-70A Black Hawk,transport helicopter,Aircraft,2016,No,19,Yes,2019,No,Second hand but modernized,6.5,4.29,81.51,No
60445,United States,Afghanistan,S-70A Black Hawk,transport helicopter,Aircraft,2016,No,3,Yes,2020,No,Second hand but modernized,6.5,4.29,12.87,No
61920,United States,Afghanistan,Paveway,guided bomb,Missiles,2017,Yes,100,Yes,2018,No,New,0.02,0.02,2,No
61920,United States,Afghanistan,Paveway,guided bomb,Missiles,2017,Yes,50,Yes,2017,No,New,0.02,0.02,1,No
61920,United States,Afghanistan,Paveway,guided bomb,Missiles,2017,Yes,100,Yes,2019,Yes,New,0.02,0.02,2,No
53495,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2012,No,71,Yes,2014,No,New,0.4,0.4,28.4,No
53409,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2011,No,120,Yes,2012,No,New,0.4,0.4,48,No
53409,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2011,No,120,Yes,2013,No,New,0.4,0.4,48,No
53711,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2013,No,36,No,2014,No,New,0.4,0.4,14.4,No
53711,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2013,No,99,Yes,2015,No,New,0.4,0.4,39.6,No
63227,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2019,No,6,No,2020,No,New,0.7,0.7,4.2,No
63227,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2019,No,6,No,2021,No,New,0.7,0.7,4.2,No
64247,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2019,Yes,55,Yes,2020,No,New,0.4,0.4,22,No
61421,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2017,No,15,No,2018,No,New,0.4,0.4,6,No
61421,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2017,No,40,No,2019,No,New,0.4,0.4,16,No
60475,United States,Afghanistan,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,2,Yes,2018,Yes,New,1,1,2,No
60475,United States,Afghanistan,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,6,Yes,2019,No,New,1,1,6,No
60475,United States,Afghanistan,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,2,Yes,2020,No,New,1,1,2,No
60474,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2017,No,9,No,2018,No,New,0.7,0.7,6.3,No
60474,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2017,No,21,No,2019,No,New,0.7,0.7,14.7,No
59482,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2015,Yes,12,No,2016,No,New,0.7,0.7,8.4,No
55815,United States,Afghanistan,C-130H Hercules,transport aircraft,Aircraft,2012,Yes,2,No,2013,No,Second hand,28,11.2,22.4,No
55815,United States,Afghanistan,C-130H Hercules,transport aircraft,Aircraft,2012,Yes,1,No,2014,No,Second hand,28,11.2,11.2,No
55815,United States,Afghanistan,C-130H Hercules,transport aircraft,Aircraft,2012,Yes,1,No,2015,No,Second hand,28,11.2,11.2,No
60033,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2016,No,450,Yes,2016,No,New,0.13,0.13,58.5,No
60033,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2016,No,1223,Yes,2017,No,New,0.13,0.13,158.99,No
60278,United States,Afghanistan,MaxxPro,armoured personnel carrier,Armoured vehicles,2014,No,222,No,2015,No,Second hand,0.32,0.13,28.42,No
60334,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2016,No,433,No,2017,No,New,0.13,0.13,56.29,No
54303,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2012,Yes,50,Yes,2013,No,New,0.4,0.4,20,No
54303,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2012,Yes,86,Yes,2014,No,New,0.4,0.4,34.4,No
61299,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,671,Yes,2018,No,New,0.13,0.13,87.23,No
61299,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,1800,Yes,2019,No,New,0.13,0.13,234,No
61299,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,1383,Yes,2020,No,New,0.13,0.13,179.79,No
61299,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,446,Yes,2021,No,New,0.13,0.13,57.98,No
59403,United States,Afghanistan,ScanEagle,UAV,Aircraft,2015,No,20,Yes,2016,No,New,0.04,0.04,0.8,No
59403,United States,Afghanistan,ScanEagle,UAV,Aircraft,2015,No,25,Yes,2017,No,New,0.04,0.04,1,No
59403,United States,Afghanistan,ScanEagle,UAV,Aircraft,2015,No,20,Yes,2018,No,New,0.04,0.04,0.8,No
64716,United States,Afghanistan,ScanEagle,UAV,Aircraft,2018,No,35,Yes,2019,No,New,0.04,0.04,1.4,No
64715,United States,Afghanistan,ScanEagle,UAV,Aircraft,2017,No,5,Yes,2018,No,New,0.04,0.04,0.2,No
61826,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,1200,Yes,2018,No,Second hand,0.13,0.05,62.4,No
61826,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,222,Yes,2019,Yes,Second hand,0.13,0.05,11.54,No
61826,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,200,Yes,2020,No,Second hand,0.13,0.05,10.4,No
61826,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,51,Yes,2021,Yes,Second hand,0.13,0.05,2.65,No
53001,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2011,No,18,Yes,2011,No,New,0.4,0.4,7.2,No
53001,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2011,No,23,Yes,2012,No,New,0.4,0.4,9.2,No
53085,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,2500,Yes,2011,No,New,0.13,0.13,325,No
53085,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,1000,Yes,2012,No,New,0.13,0.13,130,No
53085,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,502,Yes,2013,Yes,New,0.13,0.13,65.26,No
53325,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2011,No,744,Yes,2012,No,New,0.13,0.13,96.72,No
53400,United States,Afghanistan,Cessna-208 Caravan,light transport aircraft,Aircraft,2011,No,6,No,2011,No,New,1,1,6,No
53400,United States,Afghanistan,Cessna-208 Caravan,light transport aircraft,Aircraft,2011,No,20,Yes,2012,No,New,1,1,20,No
53399,United States,Afghanistan,Cessna-180 Skywagon,light aircraft,Aircraft,2011,No,6,Yes,2011,No,New,0.18,0.18,1.08,No
50714,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2008,No,1750,Yes,2010,No,New,0.13,0.13,227.5,No
50714,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2008,No,585,Yes,2011,No,New,0.13,0.13,76.05,No
53127,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,1286,Yes,2011,No,Second hand,0.13,0.05,66.87,No
53127,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,1280,Yes,2012,No,Second hand,0.13,0.05,66.56,No
53125,United States,Afghanistan,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,237,Yes,2012,Yes,New,0.13,0.13,30.81,No
53126,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2011,No,6,No,2011,No,New,0.7,0.7,4.2,No
58016,United States,Afghanistan,MD-500E,light helicopter,Aircraft,2014,No,12,No,2015,No,New,0.7,0.7,8.4,No
59157,United States,Afghanistan,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2015,No,55,No,2015,No,New,0.4,0.4,22,No
58733,United States,African Union**,M-ATV,armoured personnel carrier,Armoured vehicles,2015,Yes,20,No,2015,No,Second hand,0.25,0.1,2,No
62748,United States,Albania,S-70A Black Hawk,transport helicopter,Aircraft,2020,No,2,Yes,2024,,Second hand,6.5,2.6,5.2,No
62595,United States,Albania,MaxxPro,armoured personnel carrier,Armoured vehicles,2018,No,37,No,2019,No,Second hand,0.32,0.13,4.74,No
60866,United States,Albania,MaxxPro,armoured personnel carrier,Armoured vehicles,2016,No,3,No,2017,No,Second hand,0.32,0.13,0.38,No
61042,United States,Albania,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,17,Yes,2018,Yes,Second hand,0.13,0.05,0.88,No
61042,United States,Albania,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,25,Yes,2020,No,Second hand,0.13,0.05,1.3,No
61042,United States,Albania,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,20,Yes,2021,No,Second hand,0.13,0.05,1.04,No
61042,United States,Albania,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2017,No,15,Yes,2023,,Second hand,0.13,0.05,0.78,No
52267,United States,Algeria,King Air,light transport aircraft,Aircraft,2009,Yes,4,Yes,2010,No,New,2.85,2.85,11.4,No
52267,United States,Algeria,King Air,light transport aircraft,Aircraft,2009,Yes,4,Yes,2011,No,New,2.85,2.85,11.4,No
55002,United States,Algeria,aircraft engine 1001-2000,aircraft engine,Engines,2012,No,6,Yes,2016,No,New,0.5,0.5,3,No
55002,United States,Algeria,aircraft engine 1001-2000,aircraft engine,Engines,2012,No,6,Yes,2015,No,New,0.5,0.5,3,No
60610,United States,Algeria,LM-2500 (30001-35000),gas turbine,Engines,2012,No,2,No,2016,No,New,7,7,14,No
67179,United States,Algeria,C-130J Hercules,transport aircraft,Aircraft,2018,No,1,Yes,2023,No,New,40,40,40,No
67179,United States,Algeria,C-130J Hercules,transport aircraft,Aircraft,2018,No,1,Yes,2024,Yes,New,40,40,40,No
62394,United States,Algeria,MaxxPro,armoured personnel carrier,Armoured vehicles,2017,Yes,9,Yes,2018,No,New,0.32,0.32,2.88,No
62394,United States,Algeria,MaxxPro,armoured personnel carrier,Armoured vehicles,2017,Yes,9,Yes,2019,Yes,New,0.32,0.32,2.88,No
62394,United States,Algeria,MaxxPro,armoured personnel carrier,Armoured vehicles,2017,Yes,12,Yes,2020,No,New,0.32,0.32,3.84,No
64511,United States,Algeria,C-130J Hercules,transport aircraft,Aircraft,2018,No,2,Yes,2022,No,Second hand,40,16,32,No
56497,United States,Angola,Cessna-172,light /trainer aircraft,Aircraft,2012,Yes,6,No,2013,No,New,0.1,0.1,0.6,No
61756,United States,Angola,Citation-1,light transport aircraft,Aircraft,2015,Yes,1,No,2017,No,Second hand,4,1.6,1.6,No
63654,United States,Argentina,King Air,light transport aircraft,Aircraft,2020,No,1,No,2021,No,Second hand,2.85,1.14,1.14,No
63654,United States,Argentina,King Air,light transport aircraft,Aircraft,2020,No,2,No,2022,No,Second hand,2.85,1.14,2.28,No
63654,United States,Argentina,King Air,light transport aircraft,Aircraft,2020,No,3,Yes,2023,No,Second hand,2.85,1.14,3.42,No
66283,United States,Argentina,C-130H Hercules,transport aircraft,Aircraft,2022,No,1,No,2023,No,Second hand,28,11.2,11.2,No
59242,United States,Argentina,C-212,transport aircraft,Aircraft,2015,No,2,Yes,2015,Yes,Second hand,3.8,1.52,3.04,No
59244,United States,Argentina,Citation-2,light transport aircraft,Aircraft,2015,No,1,No,2015,No,Second hand,3,1.2,1.2,No
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2010,No,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,No,2014,Yes,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2015,Yes,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2016,Yes,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,2,Yes,2017,No,New,3.1,3.1,6.2,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,No,2019,No,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2020,Yes,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2021,Yes,New,3.1,3.1,3.1,Yes
39415,United States,Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2022,Yes,New,3.1,3.1,3.1,Yes
59499,United States,Argentina,Bell-412,helicopter,Aircraft,2017,Yes,4,No,2017,No,New,5,5,20,No
62985,United States,Argentina,Learjet-60,light transport aircraft,Aircraft,2019,No,1,No,2020,No,Second hand,8.25,3.3,3.3,No
61961,United States,Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,5,Yes,2019,No,New,0.6,0.6,3,No
61961,United States,Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,1,Yes,2020,No,New,0.6,0.6,0.6,No
61961,United States,Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,2,Yes,2022,No,New,0.6,0.6,1.2,No
61961,United States,Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,1,Yes,2023,No,New,0.6,0.6,0.6,No
58541,United States,Argentina,Bell-412,helicopter,Aircraft,2014,No,1,No,2015,No,New,5,5,5,No
56949,United States,Argentina,Cessna-208 Caravan,light transport aircraft,Aircraft,2015,No,2,No,2015,No,New,1,1,2,No
58794,United States,Argentina,PA-28 Cherokee,light aircraft,Aircraft,2014,Yes,1,No,2015,No,Second hand,0.14,0.06,0.06,No
58877,United States,Argentina,Bell-412,helicopter,Aircraft,2014,No,1,No,2015,No,Second hand,5,2,2,No
59895,United States,Argentina,T-6 Texan-2 -,(armed) trainer aircraft,Aircraft,2017,No,4,No,2017,No,New,2,2,8,No
59895,United States,Argentina,T-6 Texan-2 -,(armed) trainer aircraft,Aircraft,2017,No,4,No,2018,No,New,2,2,8,No
59895,United States,Argentina,T-6 Texan-2 -,(armed) trainer aircraft,Aircraft,2017,No,4,No,2019,No,New,2,2,8,No
60615,United States,Argentina,Cessna-208 Caravan,light transport aircraft,Aircraft,2016,Yes,2,No,2016,No,New,1,1,2,No
36009,United States,Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,4,Yes,2012,No,New,0.6,0.6,2.4,No
36009,United States,Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,3,Yes,2013,No,New,0.6,0.6,1.8,No
36009,United States,Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,2,Yes,2015,Yes,New,0.6,0.6,1.2,No
36009,United States,Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,2,Yes,2016,Yes,New,0.6,0.6,1.2,No
53928,United States,Argentina,Bell-412,helicopter,Aircraft,2011,Yes,1,No,2013,No,New,5,5,5,No
53049,United States,Argentina,Bell-206,light helicopter,Aircraft,2009,No,2,No,2011,No,New,0.7,0.7,1.4,No
53049,United States,Argentina,Bell-206,light helicopter,Aircraft,2009,No,3,No,2012,Yes,New,0.7,0.7,2.1,No
67331,United States,Argentina,ERJ,transport aircraft,Aircraft,2023,No,2,,2024,,Second hand,13,5.2,10.4,No
64478,United States,Argentina,Bell-407,light helicopter,Aircraft,2022,No,1,No,2023,No,New,1.1,1.1,1.1,No
64478,United States,Argentina,Bell-407,light helicopter,Aircraft,2022,No,2,No,2024,,New,1.1,1.1,2.2,No
64416,United States,Argentina,S-61 Sea King,transport helicopter,Aircraft,2021,No,2,No,2022,No,Second hand but modernized,6,3.96,7.92,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,100,Yes,2019,No,New,0.02,0.02,2,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,250,Yes,2020,No,New,0.02,0.02,5,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,500,Yes,2021,No,New,0.02,0.02,10,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,500,Yes,2022,No,New,0.02,0.02,10,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,500,Yes,2023,Yes,New,0.02,0.02,10,No
63951,United States,Australia,GBU-39 SDB,guided glide bomb,Missiles,2016,Yes,500,Yes,2024,Yes,New,0.02,0.02,10,No
64467,United States,Australia,CH-47F,transport helicopter,Aircraft,2021,No,2,No,2021,No,New,20,20,40,No
64467,United States,Australia,CH-47F,transport helicopter,Aircraft,2021,No,2,No,2022,No,New,20,20,40,No
65098,United States,Australia,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2021,No,50,Yes,2022,No,New,0.05,0.05,2.5,No
65098,United States,Australia,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2021,No,100,Yes,2023,Yes,New,0.05,0.05,5,No
65098,United States,Australia,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2021,No,200,Yes,2024,Yes,New,0.05,0.05,10,No
50713,United States,Australia,LM-2500 (30001-35000),gas turbine,Engines,2008,No,1,No,2014,No,New,7,7,7,No
50713,United States,Australia,LM-2500 (30001-35000),gas turbine,Engines,2008,No,1,No,2015,No,New,7,7,7,No
54817,United States,Australia,EA-18G Growler,FGA/electronic warfare aircraft,Aircraft,2013,No,2,Yes,2015,No,New,60,60,120,No
54817,United States,Australia,EA-18G Growler,FGA/electronic warfare aircraft,Aircraft,2013,No,6,Yes,2016,No,New,60,60,360,No
54817,United States,Australia,EA-18G Growler,FGA/electronic warfare aircraft,Aircraft,2013,No,4,Yes,2017,No,New,60,60,240,No
51915,United States,Australia,RQ-7 Shadow-200,UAV,Aircraft,2010,No,5,Yes,2011,No,New,0.1,0.1,0.5,No
51915,United States,Australia,RQ-7 Shadow-200,UAV,Aircraft,2010,No,5,Yes,2012,Yes,New,0.1,0.1,0.5,No
30680,United States,Australia,AGM-158A JASSM,air-to-surface missile,Missiles,2006,Yes,50,Yes,2012,No,New,0.64,0.64,32,No
30680,United States,Australia,AGM-158A JASSM,air-to-surface missile,Missiles,2006,Yes,50,Yes,2011,No,New,0.64,0.64,32,No
30680,United States,Australia,AGM-158A JASSM,air-to-surface missile,Missiles,2006,Yes,62,Yes,2013,No,New,0.64,0.64,39.68,No
30680,United States,Australia,AGM-158A JASSM,air-to-surface missile,Missiles,2006,Yes,50,Yes,2010,No,New,0.64,0.64,32,No
57688,United States,Australia,C-17,heavy transport aircraft,Aircraft,2015,No,2,No,2015,No,New,140,140,280,No
57822,United States,Australia,F-414 (10000),turbofan,Engines,2014,No,3,Yes,2016,Yes,New,2.5,2.5,7.5,No
51738,United States,Australia,CH-47F,transport helicopter,Aircraft,2012,No,7,No,2015,No,New,20,20,140,No
59524,United States,Australia,CH-47F,transport helicopter,Aircraft,2016,No,3,No,2016,No,New,20,20,60,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,2,Yes,2015,Yes,New,7,7,14,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,2,Yes,2016,Yes,New,7,7,14,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,2,Yes,2018,Yes,New,7,7,14,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,1,Yes,2019,Yes,New,7,7,7,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,1,Yes,2020,Yes,New,7,7,7,No
58192,United States,Australia,Phalanx,naval gun,Naval weapons,2014,Yes,1,Yes,2021,Yes,New,7,7,7,No
27437,United States,Australia,Harpoon Block-2,anti-ship/land-attack missile,Missiles,2002,No,10,Yes,2010,Yes,New,1,1,10,No
27437,United States,Australia,Harpoon Block-2,anti-ship/land-attack missile,Missiles,2002,No,15,Yes,2014,No,New,1,1,15,No
53910,United States,Australia,Bell-429,light helicopter,Aircraft,2011,No,3,No,2012,No,New,2.8,2.8,8.4,No
59918,United States,Australia,M-88A2,armoured recovery vehicle,Armoured vehicles,2015,No,6,No,2016,No,New,2,2,12,No
31339,United States,Australia,Mk-48 ADCAP,anti-ship/anti-submarine torpedo,Missiles,2003,Yes,35,Yes,2010,No,New,1.6,1.6,56,No
31339,United States,Australia,Mk-48 ADCAP,anti-ship/anti-submarine torpedo,Missiles,2003,Yes,35,Yes,2011,No,New,1.6,1.6,56,No
64018,United States,Australia,FGM-148 Javelin,anti-tank missile,Missiles,2020,Yes,200,Yes,2022,No,New,0.03,0.03,6,No
53520,United States,Australia,vehicle engine 201-300,vehicle engine,Engines,2008,No,41,Yes,2010,No,New,0.03,0.03,1.23,No
60875,United States,Australia,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,2,No,2017,No,New,7,7,14,No
60875,United States,Australia,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,2,No,2018,No,New,7,7,14,No
60875,United States,Australia,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,2,No,2020,No,New,7,7,14,No
60876,United States,Australia,ship engine 6001-8000,ship engine,Engines,2007,Yes,2,No,2017,No,New,2.5,2.5,5,No
60876,United States,Australia,ship engine 6001-8000,ship engine,Engines,2007,Yes,2,No,2018,No,New,2.5,2.5,5,No
60876,United States,Australia,ship engine 6001-8000,ship engine,Engines,2007,Yes,2,No,2020,No,New,2.5,2.5,5,No
53616,United States,Australia,Mk-45-4 127mm,naval gun,Naval weapons,2010,Yes,1,No,2017,No,New,7.5,7.5,7.5,No
53616,United States,Australia,Mk-45-4 127mm,naval gun,Naval weapons,2010,Yes,1,No,2018,No,New,7.5,7.5,7.5,No
53616,United States,Australia,Mk-45-4 127mm,naval gun,Naval weapons,2010,Yes,1,No,2020,No,New,7.5,7.5,7.5,No
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2010,No,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2011,No,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2012,No,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,No,2013,Yes,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2014,No,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2015,Yes,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2016,Yes,New,0.4,0.4,12,Yes
28902,United States,Australia,ESSM,SAM,Missiles,2002,No,30,Yes,2017,Yes,New,0.4,0.4,12,Yes
29945,United States,Australia,B-737 AEW,airborne early-warning aircraft,Aircraft,2000,No,2,No,2010,No,New,250,250,500,Yes
33049,United States,Australia,SM-2MR,SAM,Missiles,2005,Yes,35,Yes,2010,Yes,New,0.3,0.3,10.5,No
33049,United States,Australia,SM-2MR,SAM,Missiles,2005,Yes,35,Yes,2011,No,New,0.3,0.3,10.5,No
33049,United States,Australia,SM-2MR,SAM,Missiles,2005,Yes,35,Yes,2012,No,New,0.3,0.3,10.5,No
33049,United States,Australia,SM-2MR,SAM,Missiles,2005,Yes,30,Yes,2013,Yes,New,0.3,0.3,9,No
33630,United States,Australia,B-737 AEW,airborne early-warning aircraft,Aircraft,2004,No,1,No,2011,No,New,250,250,250,Yes
33630,United States,Australia,B-737 AEW,airborne early-warning aircraft,Aircraft,2004,No,1,No,2012,No,New,250,250,250,Yes
40079,United States,Australia,AIM-9X,long-range air-to-air missile,Missiles,2008,No,42,Yes,2010,Yes,New,0.18,0.18,7.56,No
51693,United States,Australia,F-414 (10000),turbofan,Engines,2008,No,4,Yes,2010,Yes,New,2.5,2.5,10,No
51693,United States,Australia,F-414 (10000),turbofan,Engines,2008,No,4,Yes,2011,Yes,New,2.5,2.5,10,No
53223,United States,Australia,C-17,heavy transport aircraft,Aircraft,2011,No,1,No,2011,No,New,140,140,140,No
53519,United States,Australia,vehicle engine 201-300,vehicle engine,Engines,2007,No,75,Yes,2010,No,New,0.03,0.03,2.25,No
53516,United States,Australia,vehicle engine 201-300,vehicle engine,Engines,2011,No,101,Yes,2012,No,New,0.03,0.03,3.03,No
54012,United States,Australia,C-17,heavy transport aircraft,Aircraft,2012,No,1,No,2012,No,New,140,140,140,No
54358,United States,Australia,CH-47D Chinook,transport helicopter,Aircraft,2011,No,2,No,2012,No,Second hand,18,7.2,14.4,No
33511,United States,Australia,F-18E,FGA aircraft,Aircraft,2007,No,15,No,2010,No,New,50,50,750,No
33511,United States,Australia,F-18E,FGA aircraft,Aircraft,2007,No,9,No,2011,No,New,50,50,450,No
54764,United States,Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,4,Yes,2015,No,New,1.5,1.5,6,No
54764,United States,Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,4,Yes,2016,No,New,1.5,1.5,6,No
54764,United States,Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,6,Yes,2017,No,New,1.5,1.5,9,No
54764,United States,Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,6,Yes,2018,No,New,1.5,1.5,9,No
56611,United States,Australia,ASQ-228 ATFLIR,aircraft electro-optical system,Sensors,2007,Yes,15,Yes,2010,Yes,New,1.1,1.1,16.5,No
56611,United States,Australia,ASQ-228 ATFLIR,aircraft electro-optical system,Sensors,2007,Yes,9,Yes,2011,Yes,New,1.1,1.1,9.9,No
63434,United States,Australia,RQ-21 Blackjack,UAV,Aircraft,2022,No,24,Yes,2024,,New,0.07,0.07,1.68,Yes
64468,United States,Australia,M-1A2 SEPv-3 Abrams,tank,Armoured vehicles,2021,Yes,46,No,2024,,New,5.2,5.2,239.2,No
59899,United States,Australia,SM-2MR,SAM,Missiles,2016,Yes,20,Yes,2020,Yes,New,0.3,0.3,6,No
59899,United States,Australia,SM-2MR,SAM,Missiles,2016,Yes,20,Yes,2021,Yes,New,0.3,0.3,6,No
59899,United States,Australia,SM-2MR,SAM,Missiles,2016,Yes,20,Yes,2022,Yes,New,0.3,0.3,6,No
59899,United States,Australia,SM-2MR,SAM,Missiles,2016,Yes,20,Yes,2023,Yes,New,0.3,0.3,6,No
58238,United States,Australia,ESSM-2,SAM,Missiles,2018,Yes,25,Yes,2022,Yes,New,0.6,0.6,15,Yes
58238,United States,Australia,ESSM-2,SAM,Missiles,2018,Yes,25,Yes,2023,Yes,New,0.6,0.6,15,Yes
52448,United States,Australia,Mk-54 LWT,anti-submarine torpedo,Missiles,2012,No,16,Yes,2013,Yes,New,0.5,0.5,8,No
