SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
62533,United States,Finland,GMLRS,guided rocket,Missiles,2017,Yes,48,Yes,2020,Yes,New,0.08,0.08,3.84,No
34956,United States,Finland,AGM-158A JASSM,air-to-surface missile,Missiles,2012,No,12,Yes,2018,Yes,New,0.64,0.64,7.68,No
34956,United States,Finland,AGM-158A JASSM,air-to-surface missile,Missiles,2012,No,19,Yes,2019,Yes,New,0.64,0.64,12.16,No
34956,United States,Finland,AGM-158A JASSM,air-to-surface missile,Missiles,2012,No,19,Yes,2020,Yes,New,0.64,0.64,12.16,No
59907,United States,Finland,GMLRS,guided rocket,Missiles,2016,No,48,Yes,2017,Yes,New,0.08,0.08,3.84,No
59907,United States,Finland,GMLRS,guided rocket,Missiles,2016,No,180,Yes,2019,Yes,New,0.08,0.08,14.4,No
61306,United States,France,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2019,Yes,50,Yes,2022,Yes,New,0.05,0.05,2.5,No
61569,United States,France,King Air,light transport aircraft,Aircraft,2016,No,2,No,2020,No,New,2.85,2.85,5.7,No
67595,United States,France,Saab-340,transport aircraft,Aircraft,2023,Yes,1,,2024,,Second hand,7,2.8,2.8,No
67851,United States,France,vehicle engine 301-400,vehicle engine,Engines,2020,Yes,60,,2022,,New,0.05,0.05,3,No
67851,United States,France,vehicle engine 301-400,vehicle engine,Engines,2020,Yes,129,,2023,,New,0.05,0.05,6.45,No
67851,United States,France,vehicle engine 301-400,vehicle engine,Engines,2020,Yes,103,Yes,2024,,New,0.05,0.05,5.15,No
39713,United States,France,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2007,No,20,Yes,2011,Yes,New,0.05,0.05,1,No
39713,United States,France,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2007,No,97,Yes,2012,Yes,New,0.05,0.05,4.85,No
39713,United States,France,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2007,No,97,Yes,2013,Yes,New,0.05,0.05,4.85,No
64601,United States,France,MQ-9 UAV,UAV,Aircraft,2020,No,1,No,2020,No,Second hand,6.5,2.6,2.6,No
59507,United States,France,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2015,No,200,Yes,2016,Yes,New,0.05,0.05,10,No
55974,United States,France,MQ-9 UAV,UAV,Aircraft,2013,No,2,No,2013,No,New,6.5,6.5,13,No
55974,United States,France,MQ-9 UAV,UAV,Aircraft,2013,No,1,No,2015,No,New,6.5,6.5,6.5,No
55974,United States,France,MQ-9 UAV,UAV,Aircraft,2013,No,2,No,2016,No,New,6.5,6.5,13,No
55974,United States,France,MQ-9 UAV,UAV,Aircraft,2013,No,1,No,2017,No,New,6.5,6.5,6.5,No
59904,United States,France,GMLRS,guided rocket,Missiles,2016,No,138,Yes,2017,Yes,New,0.08,0.08,11.04,No
59904,United States,France,GMLRS,guided rocket,Missiles,2016,No,138,Yes,2018,Yes,New,0.08,0.08,11.04,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,100,Yes,2010,Yes,New,0.02,0.02,2,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,200,Yes,2011,No,New,0.02,0.02,4,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,200,Yes,2012,No,New,0.02,0.02,4,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,200,Yes,2013,Yes,New,0.02,0.02,4,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,200,Yes,2014,Yes,New,0.02,0.02,4,No
50000,United States,France,Paveway,guided bomb,Missiles,2008,No,100,Yes,2015,Yes,New,0.02,0.02,2,No
59586,United States,France,KC-130J Hercules,tanker/transport aircraft,Aircraft,2016,No,1,No,2019,No,New,45,45,45,No
59586,United States,France,KC-130J Hercules,tanker/transport aircraft,Aircraft,2016,No,1,No,2020,No,New,45,45,45,No
36205,United States,France,GMLRS,guided rocket,Missiles,2007,Yes,200,Yes,2010,Yes,New,0.08,0.08,16,Yes
36205,United States,France,GMLRS,guided rocket,Missiles,2007,Yes,200,Yes,2011,Yes,New,0.08,0.08,16,Yes
36205,United States,France,GMLRS,guided rocket,Missiles,2007,Yes,200,Yes,2012,Yes,New,0.08,0.08,16,Yes
36205,United States,France,GMLRS,guided rocket,Missiles,2007,Yes,252,No,2013,No,New,0.08,0.08,20.16,Yes
36205,United States,France,GMLRS,guided rocket,Missiles,2007,Yes,168,Yes,2014,Yes,New,0.08,0.08,13.44,Yes
51904,United States,France,FGM-148 Javelin,anti-tank missile,Missiles,2010,No,260,Yes,2010,No,New,0.03,0.03,7.8,No
51917,United States,France,aircraft engine 1001-2000,aircraft engine,Engines,2010,No,2,Yes,2011,No,New,0.5,0.5,1,No
51917,United States,France,aircraft engine 1001-2000,aircraft engine,Engines,2010,No,2,Yes,2012,No,New,0.5,0.5,1,No
51917,United States,France,aircraft engine 1001-2000,aircraft engine,Engines,2010,No,12,Yes,2013,No,New,0.5,0.5,6,No
55092,United States,France,SR-20,light aircraft,Aircraft,2012,No,21,Yes,2012,No,New,0.12,0.12,2.52,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2012,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2015,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2016,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2017,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2018,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2019,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2021,No,New,7,7,7,No
55569,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2005,Yes,1,No,2022,No,New,7,7,7,No
55093,United States,France,SR-22,light aircraft,Aircraft,2012,No,5,No,2012,No,New,0.2,0.2,1,No
55093,United States,France,SR-22,light aircraft,Aircraft,2012,No,2,,2013,,New,0.2,0.2,0.4,No
55093,United States,France,SR-22,light aircraft,Aircraft,2012,No,1,,2015,,New,0.2,0.2,0.2,No
55093,United States,France,SR-22,light aircraft,Aircraft,2012,No,2,,2016,,New,0.2,0.2,0.4,No
55093,United States,France,SR-22,light aircraft,Aircraft,2012,No,3,Yes,2017,,New,0.2,0.2,0.6,No
64600,United States,France,MQ-9 UCAV,armed UAV,Aircraft,2015,No,6,Yes,2020,No,New,7.5,7.5,45,No
35053,United States,France,LM-2500 (30001-35000),gas turbine,Engines,2000,Yes,4,Yes,2010,No,New,7,7,28,No
58744,United States,France,C-130J Hercules,transport aircraft,Aircraft,2016,No,1,No,2017,No,New,40,40,40,No
58744,United States,France,C-130J Hercules,transport aircraft,Aircraft,2016,No,1,No,2018,No,New,40,40,40,No
61838,United States,France,aircraft engine 4501-6000,aircraft engine,Engines,2016,Yes,1,Yes,2017,Yes,New,1.5,1.5,1.5,No
61838,United States,France,aircraft engine 4501-6000,aircraft engine,Engines,2016,Yes,1,Yes,2018,Yes,New,1.5,1.5,1.5,No
61838,United States,France,aircraft engine 4501-6000,aircraft engine,Engines,2016,Yes,1,Yes,2019,Yes,New,1.5,1.5,1.5,No
61838,United States,France,aircraft engine 4501-6000,aircraft engine,Engines,2016,Yes,1,Yes,2020,Yes,New,1.5,1.5,1.5,No
55298,United States,Gabon,vehicle engine 201-300,vehicle engine,Engines,2010,No,24,Yes,2010,No,New,0.03,0.03,0.72,No
64639,United States,Georgia,FGM-148 Javelin,anti-tank missile,Missiles,2022,No,82,No,2022,Yes,New,0.03,0.03,2.46,No
58734,United States,Georgia,Cougar MRAP,armoured personnel carrier,Armoured vehicles,2014,Yes,10,Yes,2014,Yes,Second hand,0.35,0.14,1.4,No
60637,United States,Georgia,Island PC,patrol boat,Ships,2015,No,2,No,2017,No,Second hand,9.2,3.68,7.36,No
67538,United States,Georgia,vehicle engine 301-400,vehicle engine,Engines,2022,No,46,Yes,2024,Yes,New,0.05,0.05,2.3,No
61477,United States,Georgia,FGM-148 Javelin,anti-tank missile,Missiles,2017,No,205,Yes,2018,No,New,0.03,0.03,6.15,No
61477,United States,Georgia,FGM-148 Javelin,anti-tank missile,Missiles,2017,No,205,Yes,2019,No,New,0.03,0.03,6.15,No
51785,United States,Germany,MIM-104 PAC-3 MSE,ABM missile,Missiles,2019,Yes,25,Yes,2023,No,New,1.5,1.5,37.5,No
51785,United States,Germany,MIM-104 PAC-3 MSE,ABM missile,Missiles,2019,Yes,25,Yes,2024,,New,1.5,1.5,37.5,No
36204,United States,Germany,GMLRS,guided rocket,Missiles,2007,Yes,200,Yes,2012,Yes,New,0.08,0.08,16,Yes
36204,United States,Germany,GMLRS,guided rocket,Missiles,2007,Yes,350,Yes,2010,Yes,New,0.08,0.08,28,Yes
36204,United States,Germany,GMLRS,guided rocket,Missiles,2007,Yes,350,Yes,2011,Yes,New,0.08,0.08,28,Yes
36204,United States,Germany,GMLRS,guided rocket,Missiles,2007,Yes,450,Yes,2013,Yes,New,0.08,0.08,36,Yes
36204,United States,Germany,GMLRS,guided rocket,Missiles,2007,Yes,540,Yes,2014,Yes,New,0.08,0.08,43.2,Yes
57382,United States,Germany,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,1,No,2019,No,New,7,7,7,No
57382,United States,Germany,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,1,No,2020,No,New,7,7,7,No
57382,United States,Germany,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,1,No,2021,No,New,7,7,7,No
57382,United States,Germany,LM-2500 (30001-35000),gas turbine,Engines,2007,Yes,1,No,2022,No,New,7,7,7,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2014,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2012,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2013,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2015,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2016,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,150,Yes,2017,Yes,New,0.02,0.02,3,No
50516,United States,Germany,JDAM,guided bomb,Missiles,2008,No,100,Yes,2018,Yes,New,0.02,0.02,2,No
51521,United States,Germany,Paveway,guided bomb,Missiles,2009,Yes,100,Yes,2015,Yes,New,0.02,0.02,2,No
51521,United States,Germany,Paveway,guided bomb,Missiles,2009,Yes,100,Yes,2016,Yes,New,0.02,0.02,2,No
55813,United States,Germany,Patriot-3 SAMS,SAM system,Air-defence systems,2000,Yes,4,Yes,2010,No,New,55,55,220,Yes
62820,United States,Germany,AGM-88E AARGM,anti-radar missile,Missiles,2019,No,25,Yes,2022,Yes,New,0.6,0.6,15,No
62820,United States,Germany,AGM-88E AARGM,anti-radar missile,Missiles,2019,No,25,Yes,2023,Yes,New,0.6,0.6,15,No
62820,United States,Germany,AGM-88E AARGM,anti-radar missile,Missiles,2019,No,25,Yes,2024,Yes,New,0.6,0.6,15,No
64398,United States,Germany,aircraft engine 4501-6000,aircraft engine,Engines,2019,Yes,2,Yes,2022,Yes,New,1.5,1.5,3,No
64398,United States,Germany,aircraft engine 4501-6000,aircraft engine,Engines,2019,Yes,2,Yes,2024,Yes,New,1.5,1.5,3,No
63687,United States,Germany,GMLRS,guided rocket,Missiles,2019,No,600,Yes,2020,Yes,New,0.08,0.08,48,No
63687,United States,Germany,GMLRS,guided rocket,Missiles,2019,No,600,Yes,2021,Yes,New,0.08,0.08,48,No
63687,United States,Germany,GMLRS,guided rocket,Missiles,2019,No,1100,Yes,2022,Yes,New,0.08,0.08,88,No
63687,United States,Germany,GMLRS,guided rocket,Missiles,2019,No,1030,Yes,2023,Yes,New,0.08,0.08,82.4,No
34152,United States,Germany,ESSM,SAM,Missiles,2002,Yes,16,Yes,2010,Yes,New,0.4,0.4,6.4,Yes
34152,United States,Germany,ESSM,SAM,Missiles,2002,Yes,16,Yes,2011,No,New,0.4,0.4,6.4,Yes
34152,United States,Germany,ESSM,SAM,Missiles,2002,Yes,16,Yes,2012,No,New,0.4,0.4,6.4,Yes
34152,United States,Germany,ESSM,SAM,Missiles,2002,Yes,9,Yes,2013,Yes,New,0.4,0.4,3.6,Yes
63988,United States,Germany,JDAM,guided bomb,Missiles,2020,Yes,458,Yes,2021,Yes,New,0.02,0.02,9.16,Yes
63988,United States,Germany,JDAM,guided bomb,Missiles,2020,Yes,458,Yes,2022,Yes,New,0.02,0.02,9.16,Yes
63988,United States,Germany,JDAM,guided bomb,Missiles,2020,Yes,458,Yes,2023,Yes,New,0.02,0.02,9.16,Yes
63988,United States,Germany,JDAM,guided bomb,Missiles,2020,Yes,458,Yes,2024,Yes,New,0.02,0.02,9.16,Yes
37709,United States,Germany,HELRAS,anti-submarine sonar,Sensors,2003,No,5,Yes,2020,No,New,2,2,10,Yes
37709,United States,Germany,HELRAS,anti-submarine sonar,Sensors,2003,No,5,Yes,2021,No,New,2,2,10,Yes
37709,United States,Germany,HELRAS,anti-submarine sonar,Sensors,2003,No,5,Yes,2022,No,New,2,2,10,Yes
37709,United States,Germany,HELRAS,anti-submarine sonar,Sensors,2003,No,3,Yes,2023,No,New,2,2,6,Yes
60310,United States,Germany,C-130J Hercules,transport aircraft,Aircraft,2019,Yes,1,No,2021,No,New,40,40,40,No
60310,United States,Germany,C-130J Hercules,transport aircraft,Aircraft,2019,Yes,2,No,2022,No,New,40,40,80,No
56987,United States,Germany,vehicle engine 201-300,vehicle engine,Engines,2002,No,33,Yes,2010,No,New,0.03,0.03,0.99,No
56987,United States,Germany,vehicle engine 201-300,vehicle engine,Engines,2002,No,7,Yes,2011,Yes,New,0.03,0.03,0.21,No
64397,United States,Germany,KC-130J Hercules,tanker/transport aircraft,Aircraft,2019,Yes,3,,2024,,New,45,45,135,No
60188,United States,Ghana,vehicle engine 301-400,vehicle engine,Engines,2011,Yes,50,Yes,2014,No,New,0.05,0.05,2.5,No
66692,United States,Ghana,SP-2600,patrol boat,Ships,2023,No,2,No,2023,No,Second hand,4.2,1.68,3.36,No
55897,United States,Greece,M-113,armoured personnel carrier,Armoured vehicles,2013,Yes,332,Yes,2014,No,Second hand,0.25,0.1,33.2,No
55897,United States,Greece,M-113,armoured personnel carrier,Armoured vehicles,2013,Yes,38,Yes,2015,Yes,Second hand,0.25,0.1,3.8,No
51908,United States,Greece,M-901,tank destroyer,Armoured vehicles,2013,No,70,No,2014,No,Second hand,0.9,0.36,25.2,No
51908,United States,Greece,M-901,tank destroyer,Armoured vehicles,2013,No,36,Yes,2015,Yes,Second hand,0.9,0.36,12.96,No
68104,United States,Greece,J-79 (5400),turbojet,Engines,2022,Yes,15,,2023,,Second hand,1.7,0.68,10.2,No
62596,United States,Greece,MH-60R -,anti-submarine helicopter,Aircraft,2020,No,3,Yes,2022,Yes,New,16.5,16.5,49.5,No
66712,United States,Greece,Island PC,patrol boat,Ships,2022,No,4,No,2023,No,Second hand,9.2,3.68,14.72,No
59228,United States,Greece,M-106,self-propelled mortar,Artillery,2013,Yes,1,No,2014,No,Second hand,0.5,0.2,0.2,No
50562,United States,Greece,Paveway,guided bomb,Missiles,2010,Yes,25,Yes,2011,Yes,New,0.02,0.02,0.5,No
50562,United States,Greece,Paveway,guided bomb,Missiles,2010,Yes,25,Yes,2012,Yes,New,0.02,0.02,0.5,No
58189,United States,Greece,aircraft engine 4501-6000,aircraft engine,Engines,2015,No,3,Yes,2018,Yes,New,1.5,1.5,4.5,No
56893,United States,Greece,CH-47D Chinook,transport helicopter,Aircraft,2015,No,3,No,2016,No,Second hand,18,7.2,21.6,No
56893,United States,Greece,CH-47D Chinook,transport helicopter,Aircraft,2015,No,3,Yes,2017,No,Second hand,18,7.2,21.6,No
56893,United States,Greece,CH-47D Chinook,transport helicopter,Aircraft,2015,No,3,Yes,2018,Yes,Second hand,18,7.2,21.6,No
56893,United States,Greece,CH-47D Chinook,transport helicopter,Aircraft,2015,No,1,Yes,2019,No,Second hand,18,7.2,7.2,No
34125,United States,Greece,ESSM,SAM,Missiles,2005,No,16,No,2010,No,New,0.4,0.4,6.4,No
34125,United States,Greece,ESSM,SAM,Missiles,2005,No,12,No,2011,No,New,0.4,0.4,4.8,No
34125,United States,Greece,ESSM,SAM,Missiles,2005,No,18,No,2018,No,New,0.4,0.4,7.2,No
39369,United States,Greece,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2007,Yes,257,Yes,2010,Yes,New,0.05,0.05,12.85,No
39369,United States,Greece,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2007,Yes,200,Yes,2011,Yes,New,0.05,0.05,10,No
36376,United States,Greece,HELRAS,anti-submarine sonar,Sensors,1998,Yes,2,Yes,2010,Yes,New,2,2,4,No
36376,United States,Greece,HELRAS,anti-submarine sonar,Sensors,1998,Yes,2,Yes,2011,Yes,New,2,2,4,No
36376,United States,Greece,HELRAS,anti-submarine sonar,Sensors,1998,Yes,2,Yes,2012,Yes,New,2,2,4,No
60398,United States,Greece,J-85 (1250),turbojet,Engines,2016,No,15,No,2017,No,Second hand,0.6,0.24,3.6,No
55259,United States,Greece,AIM-120C AMRAAM,long-range air-to-air missile,Missiles,2010,Yes,4,No,2014,No,New,0.6,0.6,2.4,No
55259,United States,Greece,AIM-120C AMRAAM,long-range air-to-air missile,Missiles,2010,Yes,126,Yes,2015,Yes,New,0.6,0.6,75.6,No
60113,United States,Greece,OH-58D,combat helicopter,Aircraft,2017,No,60,No,2019,No,Second hand,3,1.2,72,No
60642,United States,Greece,AAQ-13 LANTIRN,combat aircraft radar,Sensors,2016,No,20,Yes,2019,Yes,Second hand,1,0.4,8,No
59947,United States,Greece,JDAM,guided bomb,Missiles,2016,Yes,50,Yes,2020,Yes,New,0.02,0.02,1,No
35619,United States,Greece,F-16C Block-50,FGA aircraft,Aircraft,2005,No,4,No,2010,No,New,31,31,124,No
52322,United States,Greece,MaxxPro,armoured personnel carrier,Armoured vehicles,2010,No,11,Yes,2010,No,New,0.32,0.32,3.52,No
40046,United States,Greece,JDAM,guided bomb,Missiles,2011,Yes,100,Yes,2012,Yes,New,0.02,0.02,2,No
61423,United States,Greece,APG-83 SABR,combat aircraft radar,Sensors,2018,No,4,No,2022,No,New,2.5,2.5,10,No
61423,United States,Greece,APG-83 SABR,combat aircraft radar,Sensors,2018,No,10,Yes,2023,No,New,2.5,2.5,25,No
61423,United States,Greece,APG-83 SABR,combat aircraft radar,Sensors,2018,No,15,Yes,2024,,New,2.5,2.5,37.5,No
64294,United States,Greece,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2021,No,44,No,2021,No,Second hand,0.4,0.16,7.04,No
64294,United States,Greece,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2021,No,400,No,2022,No,Second hand,0.4,0.16,64,No
64294,United States,Greece,M-1117 Guardian,armoured personnel carrier,Armoured vehicles,2021,No,756,,2024,,Second hand,0.4,0.16,120.96,No
64202,United States,Greece,F-124 (2850),turbofan,Engines,2021,No,4,Yes,2023,No,New,1,1,4,No
67746,United States,Guatemala,PC-12,light transport aircraft,Aircraft,2023,Yes,1,,2023,Yes,Second hand,1.85,0.74,0.74,No
62251,United States,Guatemala,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,3,Yes,2018,No,New,1,1,3,No
62251,United States,Guatemala,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,1,Yes,2019,Yes,New,1,1,1,No
62430,United States,Guatemala,Cessna-208 Caravan,light transport aircraft,Aircraft,2018,No,1,No,2018,No,New,1,1,1,No
62442,United States,Guatemala,PA-28 Cherokee,light aircraft,Aircraft,2017,Yes,2,No,2018,No,New,0.14,0.14,0.28,No
66775,United States,Guatemala,Pitbull VX,armoured personnel carrier,Armoured vehicles,2023,No,4,No,2023,No,New,0.14,0.14,0.56,No
66120,United States,Guatemala,Bell-412,helicopter,Aircraft,2022,No,2,No,2022,No,New,5,5,10,No
64557,United States,Guatemala,Stan-2606,patrol boat,Ships,2017,No,1,No,2023,No,New,4.25,4.25,4.25,No
67542,United States,Guyana,Defiant-115,patrol boat,Ships,2021,No,1,,2024,,New,4.6,4.6,4.6,No
64019,United States,Guyana,Bell-412,helicopter,Aircraft,2020,No,1,No,2021,No,New,5,5,5,No
64019,United States,Guyana,Bell-412,helicopter,Aircraft,2020,No,1,No,2023,No,New,5,5,5,No
63323,United States,Honduras,Bo-105,light helicopter,Aircraft,2019,No,1,No,2020,No,Second hand,1.2,0.48,0.48,No
53753,United States,Honduras,Cessna-208 Caravan,light transport aircraft,Aircraft,2015,Yes,2,No,2015,No,New,1,1,2,No
53753,United States,Honduras,Cessna-208 Caravan,light transport aircraft,Aircraft,2015,Yes,1,No,2018,No,New,1,1,1,No
64555,United States,Honduras,Stan-2606,patrol boat,Ships,2017,Yes,1,No,2021,No,New,4.25,4.25,4.25,No
54333,United States,Honduras,MX-7,light aircraft,Aircraft,2011,No,2,No,2011,No,New,0.1,0.1,0.2,No
54333,United States,Honduras,MX-7,light aircraft,Aircraft,2011,No,2,No,2012,No,New,0.1,0.1,0.2,No
63354,United States,HoR (Libya)*,vehicle engine 301-400,vehicle engine,Engines,2018,Yes,5,Yes,2018,Yes,New,0.05,0.05,0.25,No
60189,United States,HoR (Libya)*,vehicle engine 301-400,vehicle engine,Engines,2013,Yes,38,Yes,2014,No,New,0.05,0.05,1.9,No
63596,United States,Hungary,AIM-120D AMRAAM,long-range air-to-air missile,Missiles,2022,Yes,20,Yes,2024,Yes,New,0.8,0.8,16,No
52321,United States,Hungary,MaxxPro,armoured personnel carrier,Armoured vehicles,2010,No,10,No,2010,No,New,0.32,0.32,3.2,No
52321,United States,Hungary,MaxxPro,armoured personnel carrier,Armoured vehicles,2010,No,2,Yes,2011,No,New,0.32,0.32,0.64,No
53108,United States,Hungary,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,23,Yes,2010,No,New,0.13,0.13,2.99,No
53108,United States,Hungary,HMMWV-UA,armoured personnel carrier,Armoured vehicles,2010,No,23,Yes,2011,No,New,0.13,0.13,2.99,No
64062,United States,Hungary,V-2500 (12500),turbofan,Engines,2020,No,2,Yes,2024,,New,3,3,6,No
57152,United States,Hungary,MaxxPro,armoured personnel carrier,Armoured vehicles,2013,No,12,No,2013,No,Second hand,0.32,0.13,1.54,No
34216,United States,Hungary,AGM-65 Maverick,air-to-surface missile,Missiles,2008,Yes,80,Yes,2010,Yes,New,0.15,0.15,12,No
62924,United States,Hungary,AIM-120C AMRAAM,long-range air-to-air missile,Missiles,2020,No,50,Yes,2023,No,New,0.6,0.6,30,No
62924,United States,Hungary,AIM-120C AMRAAM,long-range air-to-air missile,Missiles,2020,No,130,Yes,2024,,New,0.6,0.6,78,No
67163,United States,Hungary,MPQ-64 Sentinel,air-search radar,Sensors,2020,No,5,Yes,2024,,New,5,5,25,No
67163,United States,Hungary,MPQ-64 Sentinel,air-search radar,Sensors,2020,No,2,No,2023,No,New,5,5,10,No
35043,United States,India,LM-2500 (30001-35000),gas turbine,Engines,1999,Yes,2,No,2010,No,New,7,7,14,Yes
35043,United States,India,LM-2500 (30001-35000),gas turbine,Engines,1999,Yes,2,No,2011,No,New,7,7,14,Yes
35043,United States,India,LM-2500 (30001-35000),gas turbine,Engines,1999,Yes,2,No,2012,No,New,7,7,14,Yes
35253,United States,India,LM-2500 (30001-35000),gas turbine,Engines,2004,Yes,4,No,2022,No,New,7,7,28,Yes
55641,United States,India,APKWS,air-to-surface missile,Missiles,2019,No,25,Yes,2022,Yes,New,0.01,0.01,0.25,No
64111,United States,India,MQ-9 UAV,UAV,Aircraft,2020,No,2,No,2020,No,New,6.5,6.5,13,No
63618,United States,India,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2020,Yes,10,Yes,2022,Yes,New,0.05,0.05,0.5,No
63618,United States,India,AGM-114 Hellfire-2,anti-tank/air-to-surface missile,Missiles,2020,Yes,90,Yes,2023,Yes,New,0.05,0.05,4.5,No
51420,United States,India,AH-64E Apache,combat helicopter,Aircraft,2020,No,3,Yes,2024,Yes,New,15,15,45,Yes
50542,United States,India,Harpoon Block-2,anti-ship/land-attack missile,Missiles,2010,No,20,Yes,2013,No,New,1,1,20,No
50869,United States,India,C-17,heavy transport aircraft,Aircraft,2011,No,5,No,2013,No,New,140,140,700,No
50869,United States,India,C-17,heavy transport aircraft,Aircraft,2011,No,5,No,2014,No,New,140,140,700,No
31164,United States,India,P-8A,anti-submarine aircraft,Aircraft,2009,No,1,No,2012,No,New,125,125,125,Yes
31164,United States,India,P-8A,anti-submarine aircraft,Aircraft,2009,No,2,No,2013,No,New,125,125,250,Yes
31164,United States,India,P-8A,anti-submarine aircraft,Aircraft,2009,No,3,No,2014,No,New,125,125,375,Yes
31164,United States,India,P-8A,anti-submarine aircraft,Aircraft,2009,No,2,No,2015,No,New,125,125,250,Yes
52855,United States,India,Harpoon Block-2,anti-ship/land-attack missile,Missiles,2012,No,21,No,2014,No,New,1,1,21,No
64232,United States,India,F-404 (8000),turbofan,Engines,2016,Yes,6,Yes,2022,No,New,2.2,2.2,13.2,No
64232,United States,India,F-404 (8000),turbofan,Engines,2016,Yes,6,Yes,2021,No,New,2.2,2.2,13.2,No
64232,United States,India,F-404 (8000),turbofan,Engines,2016,Yes,6,Yes,2023,Yes,New,2.2,2.2,13.2,No
39804,United States,India,CH-47F,transport helicopter,Aircraft,2015,No,10,Yes,2019,No,New,20,20,200,No
39804,United States,India,CH-47F,transport helicopter,Aircraft,2015,No,5,Yes,2020,No,New,20,20,100,No
50844,United States,India,C-130J Hercules,transport aircraft,Aircraft,2013,No,6,No,2017,No,New,40,40,240,Yes
53562,United States,India,Mk-54 LWT,anti-submarine torpedo,Missiles,2011,Yes,8,Yes,2013,Yes,New,0.5,0.5,4,No
53562,United States,India,Mk-54 LWT,anti-submarine torpedo,Missiles,2011,Yes,8,Yes,2014,Yes,New,0.5,0.5,4,No
53562,United States,India,Mk-54 LWT,anti-submarine torpedo,Missiles,2011,Yes,8,Yes,2015,Yes,New,0.5,0.5,4,No
53562,United States,India,Mk-54 LWT,anti-submarine torpedo,Missiles,2011,Yes,8,Yes,2016,Yes,New,0.5,0.5,4,No
36095,United States,India,F-404 (8000),turbofan,Engines,2007,No,3,Yes,2016,No,New,2.2,2.2,6.6,No
36095,United States,India,F-404 (8000),turbofan,Engines,2007,No,4,Yes,2017,No,New,2.2,2.2,8.8,No
36095,United States,India,F-404 (8000),turbofan,Engines,2007,No,6,Yes,2018,No,New,2.2,2.2,13.2,No
36095,United States,India,F-404 (8000),turbofan,Engines,2007,No,6,Yes,2019,No,New,2.2,2.2,13.2,No
36095,United States,India,F-404 (8000),turbofan,Engines,2007,No,5,Yes,2020,No,New,2.2,2.2,11,No
55492,United States,India,Stinger,portable SAM,Missiles,2013,Yes,125,Yes,2019,Yes,New,0.08,0.08,10,No
55492,United States,India,Stinger,portable SAM,Missiles,2013,Yes,120,Yes,2020,Yes,New,0.08,0.08,9.6,No
52065,United States,India,C-17,heavy transport aircraft,Aircraft,2017,No,1,No,2019,No,New,140,140,140,No
